,Año,CO2 (kt),CO2 per cápita (toneladas métricas),hash
9675,1964,"132,012",0.079426162,40001
9676,1965,"132,012",0.077261809,40001
9677,1966,"179,683",0.101285266,40001
9678,1967,"198,018",0.106722646,40001
9679,1968,"194,351",0.099883286,40001
9680,1969,"242,022",0.118935048,40001
9681,1970,"275,025",0.130003437,40001
9682,1971,"315,362",0.144286786,40001
9683,1972,"399,703",0.177837447,40001
9684,1973,"403,37",0.17512357,40001
9685,1974,"377,701",0.160272135,40001
9686,1975,"311,695",0.129310094,40001
9687,1976,"322,696",0.13094,40001
9688,1977,"462,042",0.183454394,40001
9689,1978,"355,699",0.138056828,40001
9690,1979,"1.382,46",0.523094998,40001
9691,1980,"718,732",0.264158322,40001
9692,1981,"627,057",0.222987613,40001
9693,1982,"733,4",0.251582424,40001
9694,1983,"546,383",0.180540237,40001
9695,1984,"608,722",0.193838595,40001
9696,1985,"550,05",0.169090331,40001
9697,1986,"707,731",0.210418297,40001
9698,1987,"766,403",0.220709013,40001
9699,1988,"792,072",0.221280747,40001
9700,1989,"836,076",0.226928849,40001
9701,1990,"773,737",0.204317098,40001
9702,1991,"843,41",0.216990176,40001
9703,1992,"836,076",0.209839683,40001
9704,1993,"865,412",0.21203813,40001
9705,1994,"832,409",0.19910809,40001
9706,1995,"953,42",0.222538831,40001
9707,1996,"1.059,76",0.241242257,40001
9708,1997,"986,423",0.218890638,40001
9709,1998,"1.166,11",0.252140513,40001
9710,1999,"1.536,47",0.323627088,40001
9711,2000,"1.356,79",0.278331027,40001
9712,2001,"1.162,44",0.232198805,40001
9713,2002,"1.232,11",0.239597746,40001
9714,2003,"1.463,13",0.276938269,40001
9715,2004,"1.397,13",0.257366421,40001
9716,2005,"1.338,46",0.239943071,40001
9717,2006,"1.221,11",0.213027516,40001
9718,2007,"1.411,80",0.239676702,40001
9719,2008,"1.730,82",0.285947797,40001
9720,2009,"1.683,15",0.270613774,40001
9721,2010,"1.719,82",0.269107041,40001
9722,2011,"2.097,52",0.319443622,40001
9723,1960,"3.714,67",0.135585899,90496
9724,1961,"4.147,38",0.146943964,90496
9725,1962,"5.034,79",0.173129693,90496
9726,1963,"5.570,17",0.185876631,90496
9727,1964,"7.480,68",0.242239551,90496
9728,1965,"7.451,34",0.234151126,90496
9729,1966,"9.479,20",0.289095946,90496
9730,1967,"12.167,11",0.360202673,90496
9731,1968,"17.099,22",0.49148481,90496
9732,1969,"14.561,66",0.406445895,90496
9733,1970,"15.375,73",0.416856903,90496
9734,1971,"19.248,08",0.506996471,90496
9735,1972,"21.836,99",0.559033986,90496
9736,1973,"24.455,22",0.60886946,90496
9737,1974,"24.246,20",0.58765087,90496
9738,1975,"24.407,55",0.576534275,90496
9739,1976,"28.778,62",0.66330279,90496
9740,1977,"32.159,59",0.724054056,90496
9741,1978,"35.067,52",0.772013732,90496
9742,1979,"36.736,01",0.791514277,90496
9743,1980,"40.135,32",0.846998833,90496
9744,1981,"38.048,79",0.787158397,90496
9745,1982,"37.909,45",0.769491254,90496
9746,1983,"42.452,86",0.845959176,90496
9747,1984,"45.973,18",0.89957509,90496
9748,1985,"48.672,09",0.935255919,90496
9749,1986,"49.702,52",0.93773426,90496
9750,1987,"56.944,84",1.054934555,90496
9751,1988,"67.003,42",1.219717469,90496
9752,1989,"78.891,84",1.413508129,90496
9753,1990,"95.833,38",1.693683193,90496
9754,1991,"105.235,57",1.838947637,90496
9755,1992,"115.187,80",1.994194341,90496
9756,1993,"130.735,88",2.244867961,90496
9757,1994,"145.469,89",2.477231531,90496
9758,1995,"167.585,57",2.827680548,90496
9759,1996,"186.965,66",3.122393535,90496
9760,1997,"193.096,89",3.189315169,90496
9761,1998,"171.065,55",2.792862527,90496
9762,1999,"182.810,95",2.949802786,90496
9763,2000,"188.355,46",3.004394232,90496
9764,2001,"202.132,37",3.187444917,90496
9765,2002,"215.975,30",3.367423073,90496
9766,2003,"232.198,11",3.582350264,90496
9767,2004,"252.344,61",3.858213428,90496
9768,2005,"256.169,29",3.889368866,90496
9769,2006,"264.181,68",3.992198458,90496
9770,2007,"265.061,76",3.994687144,90496
9771,2008,"264.753,73",3.984059667,90496
9772,2009,"279.403,40",4.198511915,90496
9773,2010,"298.141,77",4.470426149,90496
9774,2011,"303.370,91",4.534491734,90496
9807,1992,"7.220,32",1.307270034,62553
9808,1993,"5.170,47",0.920537096,62553
9809,1994,"2.354,21",0.412830894,62553
9810,1995,"2.449,56",0.423481371,62553
9811,1996,"2.827,26",0.482284027,62553
9812,1997,"2.152,53",0.362575167,62553
9813,1998,"2.497,23",0.415352474,62553
9814,1999,"2.519,23",0.413386431,62553
9815,2000,"2.236,87",0.36159312,62553
9816,2001,"2.291,88",0.364344122,62553
9817,2002,"1.881,17",0.293633921,62553
9818,2003,"2.075,52",0.317704421,62553
9819,2004,"2.563,23",0.38448718,62553
9820,2005,"2.442,22",0.358851867,62553
9821,2006,"2.658,58",0.382552666,62553
9822,2007,"3.289,30",0.463345439,62553
9823,2008,"2.970,27",0.409462437,62553
9824,2009,"2.838,26",0.382774553,62553
9825,2010,"2.834,59",0.373872943,62553
9826,2011,"2.783,25",0.35894763,62553
9859,1992,"28.976,63",7.464408949,70173
9860,1993,"28.444,92",7.125628865,70173
9861,1994,"34.198,44",8.350223855,70173
9862,1995,"34.620,15",8.266491006,70173
9863,1996,"31.363,85",7.349139933,70173
9864,1997,"30.157,41",6.955136208,70173
9865,1998,"26.490,41",6.026994787,70173
9866,1999,"34.759,49",7.812127944,70173
9867,2000,"35.364,55",7.856311088,70173
9868,2001,"39.229,57",8.618545082,70173
9869,2002,"40.149,98",8.727930825,70173
9870,2003,"42.086,16",9.054611238,70173
9871,2004,"43.241,26",9.206388246,70173
9872,2005,"45.507,47",9.584880616,70173
9873,2006,"46.684,58",9.722724787,70173
9874,2007,"56.042,76",11.535621682,70173
9875,2008,"56.834,83",11.557571762,70173
9876,2009,"50.340,58",10.110660861,70173
9877,2010,"57.267,54",11.358111025,70173
9878,2011,"62.217,99",12.183666584,70173
9921,2002,"161,348",0.180309934,112672
9922,2003,"161,348",0.173598686,112672
9923,2004,"176,016",0.18284831,112672
9924,2005,"176,016",0.179754718,112672
9925,2006,"179,683",0.1803952,112672
9926,2007,"183,35",0.180962382,112672
9927,2008,"190,684",0.185016931,112672
9928,2009,"183,35",0.174891045,112672
9929,2010,"183,35",0.171932157,112672
9930,2011,"183,35",0.16364808,112672
9931,1960,"11,001",0.178587662,74627
9932,1961,"11,001",0.172591779,74627
9933,1962,"11,001",0.166040299,74627
9934,1963,"11,001",0.159434783,74627
9935,1964,"11,001",0.153309085,74627
9936,1965,"11,001",0.147936474,74627
9937,1966,"11,001",0.143266438,74627
9938,1967,"14,668",0.185558142,74627
9939,1968,"14,668",0.180872053,74627
9940,1969,"11,001",0.132735675,74627
9941,1970,"25,669",0.304243214,74627
9942,1971,"18,335",0.214394294,74627
9943,1972,"22,002",0.254803182,74627
9944,1973,"25,669",0.295096856,74627
9945,1974,"22,002",0.251138582,74627
9946,1975,"33,003",0.373561072,74627
9947,1976,"29,336",0.328665218,74627
9948,1977,"29,336",0.324887038,74627
9949,1978,"36,67",0.401379159,74627
9950,1979,"40,337",0.43702532,74627
9951,1980,"40,337",0.433698539,74627
9952,1981,"47,671",0.510112143,74627
9953,1982,"44,004",0.469711687,74627
9954,1983,"47,671",0.508355105,74627
9955,1984,"47,671",0.508013811,74627
9956,1985,"47,671",0.507391994,74627
9957,1986,"47,671",0.506346458,74627
9958,1987,"55,005",0.582686257,74627
9959,1988,"69,673",0.735878749,74627
9960,1989,"69,673",0.733840304,74627
9961,1990,"77,007",0.809305112,74627
9962,1991,"95,342",1.000398724,74627
9963,1992,"69,673",0.73016422,74627
9964,1993,"84,341",0.882856006,74627
9965,1994,"91,675",0.958161751,74627
9966,1995,"95,342",0.994295487,74627
9967,1996,"77,007",0.800704972,74627
9968,1997,"99,009",1.025723639,74627
9969,1998,"88,008",0.907888629,74627
9970,1999,"110,01",1.129489312,74627
9971,2000,"95,342",0.973891193,74627
9972,2001,"88,008",0.894081313,74627
9973,2002,"102,676",1.037078935,74627
9974,2003,"117,344",1.178081642,74627
9975,2004,"110,01",1.09761938,74627
9976,2005,"113,677",1.127099486,74627
9977,2006,"128,345",1.264395559,74627
9978,2007,"113,677",1.112636906,74627
9979,2008,"121,011",1.17696662,74627
9980,2009,"132,012",1.276514272,74627
9981,2010,"117,344",1.128882988,74627
9982,2011,"102,676",0.983561959,74627
9983,1960,"2.581,57",3.042576086,95385
9984,1961,"4.602,09",5.318140742,95385
9985,1962,"7.238,66",8.22557013,95385
9986,1963,"1.309,12",1.466683323,95385
9987,1964,"3.795,35",4.201774216,95385
9988,1965,"5.196,14",5.694904424,95385
9989,1966,"4.055,70",4.408841377,95385
9990,1967,"4.638,76",5.009898285,95385
9991,1968,"4.041,03",4.338359103,95385
9992,1969,"3.905,36",4.164175142,95385
9993,1970,"8.998,82",9.512532823,95385
9994,1971,"8.104,07",8.47383423,95385
9995,1972,"8.243,42",8.509402916,95385
9996,1973,"9.398,52",9.565009556,95385
9997,1974,"10.051,25",10.080965687,95385
9998,1975,"9.622,21",9.512932939,95385
9999,1976,"15.925,78",15.527424914,95385
10000,1977,"16.175,14",15.556651218,95385
10001,1978,"15.328,06",14.541247632,95385
10002,1979,"16.725,19",15.642726003,95385
10003,1980,"16.937,87",15.606512621,95385
10004,1981,"17.260,57",15.654964528,95385
10005,1982,"18.426,68",16.443432595,95385
10006,1983,"16.303,48",14.317966616,95385
10007,1984,"17.535,59",15.173123498,95385
10008,1985,"20.755,22",17.725339152,95385
10009,1986,"17.385,25",14.682828387,95385
10010,1987,"17.520,93",14.658881918,95385
10011,1988,"15.867,11",13.168927454,95385
10012,1989,"16.142,13",13.300759295,95385
10013,1990,"16.959,88",13.879875178,95385
10014,1991,"21.048,58",17.113974564,95385
10015,1992,"20.986,24",16.958770443,95385
10016,1993,"16.820,53",13.516870646,95385
10017,1994,"19.853,14",15.878496316,95385
10018,1995,"20.967,91",16.707481508,95385
10019,1996,"21.781,98",17.309747172,95385
10020,1997,"19.229,75",15.253509027,95385
10021,1998,"19.317,76",15.300659621,95385
10022,1999,"22.816,07",18.039545186,95385
10023,2000,"23.894,17",18.844281456,95385
10024,2001,"25.144,62",19.761831933,95385
10025,2002,"27.223,81",21.304551431,95385
10026,2003,"27.902,20",21.729807671,95385
10027,2004,"30.813,80",23.876765063,95385
10028,2005,"29.512,02",22.755235621,95385
10029,2006,"46.431,55",35.630491252,95385
10030,2007,"48.202,72",36.816762904,95385
10031,2008,"46.636,91",35.455297817,95385
10032,2009,"48.331,06",36.569447891,95385
10033,2010,"50.916,30",38.337841043,95385
10034,2011,"49.574,17",37.140054241,95385
10035,1960,"1.727,16",0.409210934,81018
10036,1961,"1.767,49",0.413219709,81018
10037,1962,"1.796,83",0.412987372,81018
10038,1963,"1.947,18",0.438885211,81018
10039,1964,"2.757,58",0.608626004,81018
10040,1965,"2.464,22",0.532229806,81018
10041,1966,"2.885,93",0.60995309,81018
10042,1967,"3.087,61",0.638870928,81018
10043,1968,"3.597,33",0.729217813,81018
10044,1969,"3.857,68",0.766750589,81018
10045,1970,"3.744,01",0.730252974,81018
10046,1971,"4.213,38",0.808997391,81018
10047,1972,"4.737,76",0.894875928,81018
10048,1973,"4.829,44",0.896214474,81018
10049,1974,"5.397,82",0.982544075,81018
10050,1975,"5.548,17",0.988802531,81018
10051,1976,"5.848,87",1.018550977,81018
10052,1977,"6.758,28",1.147475938,81018
10053,1978,"7.491,68",1.238388743,81018
10054,1979,"8.771,46",1.41118106,81018
10055,1980,"9.493,86",1.487133929,81018
10056,1981,"9.834,89",1.500322874,81018
10057,1982,"9.526,87",1.415754792,81018
10058,1983,"11.305,36",1.63723944,81018
10059,1984,"11.547,38",1.639659356,81018
10060,1985,"11.939,75",1.644512167,81018
10061,1986,"12.064,43",1.610172285,81018
10062,1987,"11.749,07",1.528880767,81018
10063,1988,"12.464,13",1.586248073,81018
10064,1989,"13.234,20",1.662861143,81018
10065,1990,"13.267,21",1.626999657,81018
10066,1991,"15.489,41",1.862110553,81018
10067,1992,"15.023,70",1.769596697,81018
10068,1993,"16.501,50",1.92500175,81018
10069,1994,"15.940,45",1.814362999,81018
10070,1995,"15.735,10",1.756639352,81018
10071,1996,"16.758,19",1.84372724,81018
10072,1997,"16.945,21",1.83889212,81018
10073,1998,"18.001,30",1.928717924,81018
10074,1999,"18.331,33",1.938613247,81018
10075,2000,"19.922,81",2.085612248,81018
10076,2001,"20.817,56",2.157125878,81018
10077,2002,"20.861,56",2.139888911,81018
10078,2003,"21.246,60",2.159251001,81018
10079,2004,"22.299,03",2.245079437,81018
10080,2005,"22.662,06",2.259653006,81018
10081,2006,"22.992,09",2.270173481,81018
10082,2007,"24.110,53",2.357974494,81018
10083,2008,"24.825,59",2.403507634,81018
10084,2009,"24.785,25",2.374157343,81018
10085,2010,"26.743,43",2.535619365,81018
10086,2011,"25.643,33",2.402455639,81018
10087,1960,"16.820,53",0.610472837,52191
10088,1961,"17.363,25",0.615079033,52191
10089,1962,"21.631,63",0.748240893,52191
10090,1963,"22.669,39",0.765934318,52191
10091,1964,"26.336,39",0.869389659,52191
10092,1965,"27.388,82",0.88350566,52191
10093,1966,"31.547,20",0.994606735,52191
10094,1967,"33.523,71",1.033139072,52191
10095,1968,"36.314,30",1.093926523,52191
10096,1969,"38.807,86",1.142442561,52191
10097,1970,"42.639,88",1.226269354,52191
10098,1971,"47.733,34",1.340519914,52191
10099,1972,"53.857,23",1.476537446,52191
10100,1973,"59.486,07",1.591944715,52191
10101,1974,"61.136,22",1.597384621,52191
10102,1975,"65.697,97",1.676582979,52191
10103,1976,"73.721,37",1.838406196,52191
10104,1977,"81.572,42",1.988590819,52191
10105,1978,"77.256,36",1.841493162,52191
10106,1979,"75.576,87",1.761191592,52191
10107,1980,"75.763,89",1.72560127,52191
10108,1981,"79.874,59",1.777485936,52191
10109,1982,"86.988,57",1.891140647,52191
10110,1983,"90.541,90",1.923452098,52191
10111,1984,"95.796,71",1.990035479,52191
10112,1985,"106.717,03",2.170012253,52191
10113,1986,"116.881,96",2.328924743,52191
10114,1987,"129.907,14",2.538793912,52191
10115,1988,"126.309,82",2.423140289,52191
10116,1989,"139.316,66",2.625318852,52191
10117,1990,"145.858,59",2.701354922,52191
10118,1991,"148.619,84",2.70663221,52191
10119,1992,"153.108,25",2.743328079,52191
10120,1993,"159.136,80",2.806276561,52191
10121,1994,"156.848,59",2.722651321,52191
10122,1995,"171.974,97",2.938621811,52191
10123,1996,"188.205,11",3.165692135,52191
10124,1997,"198.535,05",3.287324985,52191
10125,1998,"200.614,24",3.270268939,52191
10126,1999,"196.771,22",3.158668771,52191
10127,2000,"216.151,32",3.417943997,52191
10128,2001,"194.552,69",3.031232765,52191
10129,2002,"205.685,70",3.158284495,52191
10130,2003,"218.523,86",3.307954341,52191
10131,2004,"225.421,49",3.365828062,52191
10132,2005,"237.390,58",3.498208379,52191
10133,2006,"261.614,78",3.807813745,52191
10134,2007,"284.658,21",4.094888791,52191
10135,2008,"285.274,27",4.055396583,52191
10136,2009,"277.844,92",3.898959122,52191
10137,2010,"298.002,42",4.121154855,52191
10138,2011,"320.840,50",4.383104516,52191
10191,1960,"828,742",0.082261435,52535
10192,1961,"704,064",0.067872188,52535
10193,1962,"766,403",0.071734466,52535
10194,1963,"803,073",0.072967619,52535
10195,1964,"1.034,09",0.091197378,52535
10196,1965,"1.162,44",0.099493979,52535
10197,1966,"1.371,46",0.113919012,52535
10198,1967,"1.760,16",0.141879278,52535
10199,1968,"1.653,82",0.129330813,52535
10200,1969,"1.796,83",0.136262225,52535
10201,1970,"1.767,49",0.129910219,52535
10202,1971,"2.464,22",0.175442591,52535
10203,1972,"2.167,20",0.149394933,52535
10204,1973,"3.186,62",0.212654571,52535
10205,1974,"2.306,54",0.149028875,52535
10206,1975,"2.284,54",0.142960145,52535
10207,1976,"2.790,59",0.169193803,52535
10208,1977,"2.013,18",0.118297183,52535
10209,1978,"2.203,87",0.125532492,52535
10210,1979,"2.071,86",0.114397667,52535
10211,1980,"1.884,84",0.100874969,52535
10212,1981,"2.123,19",0.110126729,52535
10213,1982,"2.167,20",0.10893351,52535
10214,1983,"2.218,54",0.108071159,52535
10215,1984,"2.368,88",0.111855376,52535
10216,1985,"2.357,88",0.107951269,52535
10217,1986,"2.299,21",0.102110783,52535
10218,1987,"2.390,88",0.103036754,52535
10219,1988,"2.288,21",0.095681462,52535
10220,1989,"2.207,53",0.089506896,52535
10221,1990,"2.372,55",0.093193873,52535
10222,1991,"2.434,89",0.092554962,52535
10223,1992,"2.361,55",0.086809282,52535
10224,1993,"2.636,57",0.093752155,52535
10225,1994,"2.445,89",0.084253005,52535
10226,1995,"3.553,32",0.118827004,52535
10227,1996,"3.461,65",0.112632755,52535
10228,1997,"2.882,26",0.09140236,52535
10229,1998,"2.555,90",0.079071362,52535
10230,1999,"2.537,56",0.076581937,52535
10231,2000,"2.651,24",0.077996969,52535
10232,2001,"3.127,95",0.089628512,52535
10233,2002,"3.589,99",0.10012397,52535
10234,2003,"3.806,35",0.103247503,52535
10235,2004,"4.363,73",0.115030752,52535
10236,2005,"5.504,17",0.140895494,52535
10237,2006,"6.028,55",0.149737237,52535
10238,2007,"5.980,88",0.144041145,52535
10239,2008,"6.340,24",0.147981815,52535
10240,2009,"6.189,90",0.139972868,52535
10241,2010,"6.849,96",0.150058649,52535
10242,2011,"7.301,00",0.1549349,52535
10243,1960,"421,705",0.062123143,45818
10244,1961,"407,037",0.058093129,45818
10245,1962,"429,039",0.059258262,45818
10246,1963,"432,706",0.057791138,45818
10247,1964,"491,378",0.063434872,45818
10248,1965,"627,057",0.078241525,45818
10249,1966,"733,4",0.088438728,45818
10250,1967,"810,407",0.094446073,45818
10251,1968,"982,756",0.110759703,45818
10252,1969,"1.177,11",0.128466241,45818
10253,1970,"1.444,80",0.152953031,45818
10254,1971,"1.441,13",0.148258939,45818
10255,1972,"1.382,46",0.138407546,45818
10256,1973,"1.180,77",0.115126231,45818
10257,1974,"1.195,44",0.113488165,45818
10258,1975,"1.133,10",0.10465462,45818
10259,1976,"990,09",0.088878839,45818
10260,1977,"806,74",0.070330243,45818
10261,1978,"700,397",0.059265519,45818
10262,1979,"674,728",0.055406955,45818
10263,1980,"627,057",0.049973645,45818
10264,1981,"528,048",0.040848435,45818
10265,1982,"546,383",0.041025446,45818
10266,1983,"616,056",0.044877747,45818
10267,1984,"583,053",0.041166715,45818
10268,1985,"619,723",0.042356587,45818
10269,1986,"704,064",0.046522803,45818
10270,1987,"770,07",0.049148349,45818
10271,1988,"865,412",0.053329051,45818
10272,1989,"803,073",0.04779554,45818
10273,1990,"803,073",0.046195119,45818
10274,1991,"828,742",0.04610929,45818
10275,1992,"839,743",0.045216691,45818
10276,1993,"832,409",0.043405139,45818
10277,1994,"762,736",0.03853902,45818
10278,1995,"993,757",0.048682634,45818
10279,1996,"1.114,77",0.052979573,45818
10280,1997,"1.147,77",0.052942695,45818
10281,1998,"1.349,46",0.060413993,45818
10282,1999,"1.408,13",0.061152878,45818
10283,2000,"1.532,81",0.064518456,45818
10284,2001,"1.620,81",0.066062194,45818
10285,2002,"1.668,49",0.065802909,45818
10286,2003,"1.708,82",0.065178032,45818
10287,2004,"1.851,84",0.068296243,45818
10288,2005,"2.284,54",0.081467347,45818
10289,2006,"2.654,91",0.091545632,45818
10290,2007,"3.127,95",0.104292991,45818
10291,2008,"3.160,95",0.101918826,45818
10292,2009,"3.377,31",0.105319919,45818
10293,2010,"3.589,99",0.108297319,45818
10294,2011,"3.799,01",0.110886576,45818
10327,1992,"641.681,00",12.30446257,50549
10328,1993,"546.111,64",10.466077237,50549
10329,1994,"447.010,97",8.609437684,50549
10330,1995,"445.943,87",8.657036837,50549
10331,1996,"412.335,82",8.075959979,50549
10332,1997,"341.196,02",6.743789914,50549
10333,1998,"328.636,54",6.553863668,50549
10334,1999,"332.549,23",6.694721194,50549
10335,2000,"320.774,49",6.523008856,50549
10336,2001,"321.650,91",6.606930345,50549
10337,2002,"318.687,97",6.611440672,50549
10338,2003,"352.259,35",7.36744656,50549
10339,2004,"343.124,86",7.231049259,50549
10340,2005,"333.869,35",7.087746223,50549
10341,2006,"326.484,01",6.977980583,50549
10342,2007,"321.412,55",6.910708277,50549
10343,2008,"311.042,27",6.724046202,50549
10344,2009,"260.063,64",5.64701422,50549
10345,2010,"304.496,68",6.638152001,50549
10346,2011,"286.227,69",6.262351962,50549
10347,1960,"4.319,73",1.701583242,58167
10348,1961,"4.121,71",1.602722878,58167
