,Año,CO2 (kt),CO2 per cápita (toneladas métricas),hash
864,1992,"630,724",0.067840823,65538
865,1993,"627,057",0.06564342,65538
866,1994,"645,392",0.065745056,65538
867,1995,"627,057",0.062147146,65538
868,1996,"707,731",0.068229445,65538
869,1997,"806,74",0.075638155,65538
870,1998,"861,745",0.07856119,65538
871,1999,"931,418",0.082550446,65538
872,2000,"1.041,43",0.089716835,65538
873,2001,"997,424",0.08351019,65538
874,2002,"1.004,76",0.081747564,65538
875,2003,"1.078,10",0.085214387,65538
876,2004,"1.103,77",0.084722421,65538
877,2005,"1.125,77",0.083875351,65538
878,2006,"1.360,46",0.098340164,65538
879,2007,"1.646,48",0.115429246,65538
880,2008,"1.697,82",0.115427271,65538
881,2009,"1.664,82",0.109774087,65538
882,2010,"1.683,15",0.1076731,65538
883,2011,"1.932,51",0.11998056,65538
896,1972,"3.509,32",0.05192953,29752
897,1973,"4.554,41",0.066334334,29752
898,1974,"4.660,76",0.066736729,29752
899,1975,"4.869,78",0.068350464,29752
900,1976,"5.570,17",0.076376762,29752
901,1977,"5.812,20",0.077652827,29752
902,1978,"6.017,55",0.078202389,29752
903,1979,"6.648,27",0.08400439,29752
904,1980,"7.638,36",0.093878675,29752
905,1981,"7.931,72",0.09487752,29752
906,1982,"8.599,12",0.100143152,29752
907,1983,"8.236,08",0.093399511,29752
908,1984,"9.123,50",0.10074583,29752
909,1985,"10.234,60",0.110031468,29752
910,1986,"11.463,04",0.11996804,29752
911,1987,"11.862,75",0.120864332,29752
912,1988,"13.545,90",0.134411176,29752
913,1989,"13.454,22",0.130117492,29752
914,1990,"15.533,41",0.14656494,29752
915,1991,"15.940,45",0.146903476,29752
916,1992,"17.748,28",0.159912482,29752
917,1993,"17.407,25",0.153445767,29752
918,1994,"18.969,39",0.163650969,29752
919,1995,"22.816,07",0.192658144,29752
920,1996,"24.029,85",0.198614945,29752
921,1997,"25.063,95",0.202825216,29752
922,1998,"24.048,19",0.190602088,29752
923,1999,"25.236,29",0.196015725,29752
924,2000,"27.869,20",0.212287044,29752
925,2001,"32.456,62",0.242619016,29752
926,2002,"33.707,06",0.247430419,29752
927,2003,"33.883,08",0.24446636,29752
928,2004,"39.750,28",0.282229562,29752
929,2005,"37.553,75",0.262742269,29752
930,2006,"48.136,71",0.332345776,29752
931,2007,"46.886,26",0.319840389,29752
932,2008,"49.581,51",0.334439662,29752
933,2009,"52.790,13",0.352155282,29752
934,2010,"56.152,77",0.370359878,29752
935,2011,"57.069,52",0.372017166,29752
936,1960,"22.295,36",2.833901121,53714
937,1961,"25.973,36",3.269920074,53714
938,1962,"30.736,79",3.835891818,53714
939,1963,"34.411,13",4.259780927,53714
940,1964,"42.863,56",5.262987916,53714
941,1965,"46.317,88",5.645651942,53714
942,1966,"48.767,43",5.905436715,53714
943,1967,"55.166,35",6.638369161,53714
944,1968,"59.526,41",7.112214403,53714
945,1969,"66.376,37",7.869932816,53714
946,1970,"61.238,90",7.213424372,53714
947,1971,"64.300,85",7.532552676,53714
948,1972,"66.171,02",7.715656701,53714
949,1973,"68.825,92",7.983550221,53714
950,1974,"71.260,81",8.210958036,53714
951,1975,"73.061,31",8.377877479,53714
952,1976,"73.116,31",8.347946173,53714
953,1977,"75.969,24",8.628766462,53714
954,1978,"81.411,07",9.236529547,53714
955,1979,"79.152,20",8.968132006,53714
956,1980,"77.487,38",8.744238667,53714
957,1981,"80.343,97",9.03643153,53714
958,1982,"90.131,19",10.107275314,53714
959,1983,"90.365,88",10.10833662,53714
960,1984,"87.366,28",9.749961471,53714
961,1985,"89.540,81",9.992783476,53714
962,1986,"91.528,32",10.217299938,53714
963,1987,"91.634,66",10.214134001,53714
964,1988,"87.289,27",9.718843491,53714
965,1989,"86.739,22",9.771261867,53714
966,1990,"75.763,89",8.690224309,53714
967,1991,"58.176,96",6.73939778,53714
968,1992,"54.458,62",6.376764779,53714
969,1993,"68.077,86",8.035332854,53714
970,1994,"54.344,94",6.436235483,53714
971,1995,"58.004,61",6.900326395,53714
972,1996,"56.559,81",6.763241038,53714
973,1997,"51.616,69",6.209849583,53714
974,1998,"48.998,45",5.934325293,53714
975,1999,"43.982,00",5.356718076,53714
976,2000,"43.530,96",5.328034342,53714
977,2001,"46.453,56",5.792010306,53714
978,2002,"44.634,72",5.672606662,53714
979,2003,"47.307,97",6.046861677,53714
980,2004,"46.787,25",6.012888437,53714
981,2005,"47.909,36",6.18991912,53714
982,2006,"48.943,45",6.357101164,53714
983,2007,"52.188,74",6.916687364,53714
984,2008,"50.791,62",6.778939404,53714
985,2009,"42.654,54",5.729715977,53714
986,2010,"44.128,68",5.966883548,53714
987,2011,"49.339,49",6.71438251,53714
988,1960,"575,719",3.542864352,84953
989,1961,"1.771,16",10.547396441,84953
990,1962,"1.591,48",9.193608577,84953
991,1963,"1.195,44",6.714155733,84953
992,1964,"1.598,81",8.747480495,84953
993,1965,"1.228,45",6.557022226,84953
994,1966,"649,059",3.384358282,84953
995,1967,"1.004,76",5.121012421,84953
996,1968,"1.103,77",5.492662463,84953
997,1969,"1.272,45",6.162905812,84953
998,1970,"2.592,57",12.165859541,84953
999,1971,"3.039,94",13.767358973,84953
1000,1972,"3.681,67",16.03597749,84953
1001,1973,"5.522,50",23.023855582,84953
1002,1974,"5.405,16",21.437215187,84953
1003,1975,"5.753,52",21.574147124,84953
1004,1976,"6.574,93",23.163970928,84953
1005,1977,"7.469,68",24.63321967,84953
1006,1978,"7.766,71",24.00754843,84953
1007,1979,"8.133,41",23.724381543,84953
1008,1980,"7.887,72",21.916291101,84953
1009,1981,"8.525,78",22.788573338,84953
1010,1982,"9.838,56",25.491802047,84953
1011,1983,"8.228,75",20.756237278,84953
1012,1984,"9.207,84",22.611289146,84953
1013,1985,"10.194,26",24.305322763,84953
1014,1986,"11.012,00",25.403301598,84953
1015,1987,"11.430,04",25.456997198,84953
1016,1988,"12.163,44",26.14472041,84953
1017,1989,"11.738,07",24.397074779,84953
1018,1990,"12.665,82",25.538806801,84953
1019,1991,"12.335,79",24.204240524,84953
1020,1992,"11.455,71",21.914398525,84953
1021,1993,"15.702,09",29.311794837,84953
1022,1994,"15.969,79",29.080863005,84953
1023,1995,"16.021,12",28.419851702,84953
1024,1996,"15.621,42",26.940217813,84953
1025,1997,"17.319,24",28.969983306,84953
1026,1998,"18.404,67",29.778422274,84953
1027,1999,"18.019,64",28.115970567,84953
1028,2000,"18.643,03",27.956644248,84953
1029,2001,"13.927,27",20.042317306,84953
1030,2002,"15.698,43",21.642107077,84953
1031,2003,"16.468,50",21.623693695,84953
1032,2004,"17.509,93",21.670994283,84953
1033,2005,"19.207,75",22.153905243,84953
1034,2006,"18.830,05",20.01475859,84953
1035,2007,"22.013,00",21.443295525,84953
1036,2008,"24.011,52",21.519995483,84953
1037,2009,"21.704,97",18.136233742,84953
1038,2010,"23.252,45",18.435024764,84953
1039,2011,"23.439,46",17.947329814,84953
1040,1960,"410,704",3.74983109,57601
1041,1961,"546,383",4.746698752,57601
1042,1962,"726,066",5.996432199,57601
1043,1963,"707,731",5.55819871,57601
1044,1964,"1.085,43",8.118596528,57601
1045,1965,"1.316,45",9.399945733,57601
1046,1966,"1.092,77",7.466084556,57601
1047,1967,"1.705,16",11.173504492,57601
1048,1968,"1.631,82",10.286990399,57601
1049,1969,"1.745,49",10.62704414,57601
1050,1970,"2.574,23",15.200134628,57601
1051,1971,"6.732,61",38.722770854,57601
1052,1972,"6.490,59",36.495974,57601
1053,1973,"7.873,05",43.38030955,57601
1054,1974,"7.389,01",39.919636731,57601
1055,1975,"8.254,42",43.701448523,57601
1056,1976,"6.464,92",33.513496281,57601
1057,1977,"9.717,55",49.298136142,57601
1058,1978,"6.607,93",32.791926992,57601
1059,1979,"6.930,63",33.637629952,57601
1060,1980,"7.990,39",37.930281022,57601
1061,1981,"2.801,59",13.006202299,57601
1062,1982,"2.262,54",10.271428896,57601
1063,1983,"2.016,85",8.956413615,57601
1064,1984,"1.855,50",8.066838829,57601
1065,1985,"1.510,80",6.437609722,57601
1066,1986,"1.411,80",5.903831357,57601
1067,1987,"1.422,80",5.845721493,57601
1068,1988,"1.540,14",6.220877629,57601
1069,1989,"1.947,18",7.731341446,57601
1070,1990,"1.950,84",7.610436221,57601
1071,1991,"1.782,16",6.825147348,57601
1072,1992,"1.793,16",6.737845363,57601
1073,1993,"1.701,49",6.274733096,57601
1074,1994,"1.686,82",6.113815363,57601
1075,1995,"1.683,15",6.008020675,57601
1076,1996,"1.668,49",5.879253115,57601
1077,1997,"1.364,12",4.753575312,57601
1078,1998,"1.679,49",5.790252849,57601
1079,1999,"1.675,82",5.708374777,57601
1080,2000,"1.668,49",5.600991638,57601
1081,2001,"1.569,48",5.177430741,57601
1082,2002,"1.576,81",5.100139082,57601
1083,2003,"1.518,14",4.807931416,57601
1084,2004,"1.723,49",5.343508847,57601
1085,2005,"1.598,81",4.856024274,57601
1086,2006,"1.521,81",4.531865599,57601
1087,2007,"1.547,47",4.521353712,57601
1088,2008,"1.045,10",2.99808943,57601
1089,2009,"1.642,82",4.630520322,57601
1090,2010,"2.464,22",6.829321287,57601
1091,2011,"1.906,84",5.199844019,57601
1124,1992,"4.136,38",0.961686462,99266
1125,1993,"2.948,27",0.711941344,99266
1126,1994,"3.230,63",0.809223407,99266
1127,1995,"3.428,65",0.883835858,99266
1128,1996,"4.257,39",1.117234098,99266
1129,1997,"8.393,76",2.220951782,99266
1130,1998,"10.593,96",2.805680397,99266
1131,1999,"10.377,61",2.742215454,99266
1132,2000,"13.787,92",3.635213155,99266
1133,2001,"13.362,55",3.516694138,99266
1134,2002,"14.301,30",3.755251294,99266
1135,2003,"14.488,32",3.795422854,99266
1136,2004,"15.610,42",4.080225109,99266
1137,2005,"16.204,47",4.227205673,99266
1138,2006,"17.564,93",4.575983248,99266
1139,2007,"17.590,60",4.580386562,99266
1140,2008,"20.087,83",5.231546645,99266
1141,2009,"20.615,87",5.37188996,99266
1142,2010,"21.147,59",5.513993843,99266
1143,2011,"23.747,49",6.19665215,99266
1176,1992,"87.487,29",8.563751566,64446
1177,1993,"74.451,10",7.271325422,64446
1178,1994,"65.914,33",6.445128092,64446
1179,1995,"62.118,98",6.093680596,64446
1180,1996,"60.157,14",5.920977854,64446
1181,1997,"59.519,08",5.883075714,64446
1182,1998,"57.597,57",5.72028692,64446
1183,1999,"55.819,07",5.562438864,64446
1184,2000,"53.468,53",5.34418061,64446
1185,2001,"52.595,78",5.297721696,64446
1186,2002,"52.390,43",5.310737861,64446
1187,2003,"53.721,55",5.483469429,64446
1188,2004,"58.037,61",5.964810791,64446
1189,2005,"59.064,37",6.112425644,64446
1190,2006,"61.829,29",6.437868284,64446
1191,2007,"60.281,81",6.305628975,64446
1192,2008,"62.815,71",6.592748741,64446
1193,2009,"60.292,81",6.341938992,64446
1194,2010,"62.221,66",6.556549631,64446
1195,2011,"63.303,42",6.682510398,64446
1196,1960,"44,004",0.47795108,54181
1197,1961,"36,67",0.38721872,54181
1198,1962,"69,673",0.715409338,54181
1199,1963,"62,339",0.622356888,54181
1200,1964,"84,341",0.818288542,54181
1201,1965,"84,341",0.794762582,54181
1202,1966,"80,674",0.737799971,54181
1203,1967,"121,011",1.073753982,54181
1204,1968,"102,676",0.884672715,54181
1205,1969,"135,679",1.13767399,54181
1206,1970,"121,011",0.990440256,54181
1207,1971,"143,013",1.146010962,54181
1208,1972,"157,681",1.240137478,54181
1209,1973,"146,68",1.13446873,54181
1210,1974,"154,014",1.172939546,54181
1211,1975,"176,016",1.320836554,54181
1212,1976,"176,016",1.302423323,54181
1213,1977,"198,018",1.44548182,54181
1214,1978,"216,353",1.556810005,54181
1215,1979,"209,019",1.479173154,54181
1216,1980,"190,684",1.322807334,54181
1217,1981,"183,35",1.242494884,54181
1218,1982,"172,349",1.13763218,54181
1219,1983,"172,349",1.106077525,54181
1220,1984,"172,349",1.074883686,54181
1221,1985,"190,684",1.156249242,54181
1222,1986,"205,352",1.2110161,54181
1223,1987,"227,354",1.304188704,54181
1224,1988,"249,356",1.392855746,54181
1225,1989,"300,694",1.638927345,54181
1226,1990,"311,695",1.66191243,54181
1227,1991,"359,366",1.880247165,54181
1228,1992,"355,699",1.830471231,54181
1229,1993,"377,701",1.911297219,54181
1230,1994,"374,034",1.854609824,54181
1231,1995,"377,701",1.824977532,54181
1232,1996,"308,028",1.441579228,54181
1233,1997,"388,702",1.754007076,54181
1234,1998,"370,367",1.608270478,54181
1235,1999,"601,388",2.516015128,54181
1236,2000,"689,396",2.7875558,54181
1237,2001,"711,398",2.789916428,54181
1238,2002,"366,7",1.398540057,54181
1239,2003,"385,035",1.430654846,54181
1240,2004,"396,036",1.434471268,54181
1241,2005,"414,371",1.462766389,54181
1242,2006,"432,706",1.488235638,54181
1243,2007,"458,375",1.536093806,54181
1244,2008,"451,041",1.473195826,54181
1245,2009,"469,376",1.495185156,54181
1246,2010,"553,717",1.721708659,54181
1247,2011,"550,05",1.670904302,54181
1248,1960,"157,681",3.551373874,34460
1249,1961,"176,016",3.868483516,34460
1250,1962,"157,681",3.383712446,34460
1251,1963,"150,347",3.151928721,34460
1252,1964,"201,685",4.124437628,34460
1253,1965,"179,683",3.586487026,34460
1254,1966,"201,685",3.954607843,34460
1255,1967,"212,686",4.090115385,34460
1256,1968,"223,687",4.220509434,34460
1257,1969,"198,018",3.667,34460
1258,1970,"227,354",4.133709091,34460
1259,1971,"231,021",4.231153846,34460
1260,1972,"253,023",4.668321033,34460
1261,1973,"425,372",7.906542751,34460
1262,1974,"443,707",8.30911985,34460
1263,1975,"458,375",8.648584906,34460
1264,1976,"469,376",8.822857143,34460
1265,1977,"454,708",8.515131086,34460
1266,1978,"425,372",7.936044776,34460
1267,1979,"462,042",8.588141264,34460
1268,1980,"436,373",7.981946223,34460
1269,1981,"388,702",7.0608901,34460
1270,1982,"396,036",7.142347022,34460
1271,1983,"451,041",8.064384051,34460
1272,1984,"443,707",7.863938465,34460
1273,1985,"451,041",7.92718549,34460
1274,1986,"425,372",7.412986651,34460
1275,1987,"575,719",9.952099431,34460
1276,1988,"649,059",11.124119492,34460
1277,1989,"784,738",13.336585034,34460
1278,1990,"597,721",10.075194687,34460
1279,1991,"509,713",8.636129513,34460
1280,1992,"407,037",6.946616606,34460
1281,1993,"480,377",8.154422,34460
1282,1994,"473,043",7.974426837,34460
1283,1995,"465,709",7.794814716,34460
1284,1996,"476,71",7.928121206,34460
1285,1997,"476,71",7.879894871,34460
1286,1998,"462,042",7.581543409,34460
1287,1999,"495,045",8.077751489,34460
1288,2000,"495,045",8.006161758,34460
1289,2001,"495,045",7.920213106,34460
1290,2002,"524,381",8.335150687,34460
1291,2003,"509,713",8.0491591,34460
1292,2004,"671,061",10.528098525,34460
1293,2005,"443,707",6.916279577,34460
1294,2006,"520,714",8.070207523,34460
1295,2007,"517,047",7.968299223,34460
1296,2008,"388,702",5.955019687,34460
1297,2009,"465,709",7.095328783,34460
1298,2010,"476,71",7.320035624,34460
1299,2011,"392,369",6.07721021,34460
1300,1960,"1.004,76",0.272037723,57733
1301,1961,"1.041,43",0.276621295,57733
1302,1962,"1.100,10",0.286626494,57733
1303,1963,"1.213,78",0.310159434,57733
1304,1964,"1.481,47",0.371215692,57733
1305,1965,"1.510,80",0.371151111,57733
1306,1966,"1.690,49",0.407084848,57733
1307,1967,"1.892,17",0.44656968,57733
1308,1968,"2.178,20",0.50373838,57733
1309,1969,"2.548,57",0.577436614,57733
1310,1970,"2.486,23",0.551786663,57733
1311,1971,"3.061,95",0.665553985,57733
1312,1972,"3.571,66",0.760236181,57733
1313,1973,"3.457,98",0.720636406,57733
1314,1974,"3.516,65",0.717366156,57733
1315,1975,"4.059,37",0.810373151,57733
1316,1976,"4.580,08",0.89457664,57733
1317,1977,"4.481,07",0.856199953,57733
1318,1978,"5.027,46",0.939655385,57733
1319,1979,"4.737,76",0.866274904,57733
1320,1980,"4.668,09",0.835142834,57733
1321,1981,"4.792,77",0.839129259,57733
1322,1982,"4.349,06",0.745316773,57733
1323,1983,"4.290,39",0.719868684,57733
1324,1984,"4.041,03",0.664043162,57733
1325,1985,"4.125,38",0.664145932,57733
1326,1986,"3.777,01",0.595940954,57733
1327,1987,"4.030,03",0.623387096,57733
1328,1988,"4.308,73",0.653551374,57733
1329,1989,"4.994,45",0.742885591,57733
1330,1990,"5.526,17",0.806005065,57733
1331,1991,"5.797,53",0.829103981,57733
1332,1992,"6.673,94",0.935813472,57733
1333,1993,"8.063,73",1.108596111,57733
1334,1994,"8.936,48",1.204561642,57733
1335,1995,"9.460,86",1.250325769,57733
1336,1996,"10.014,58",1.29765447,57733
1337,1997,"11.026,67",1.400948435,57733
1338,1998,"11.455,71",1.427278992,57733
1339,1999,"11.243,02",1.373997368,57733
1340,2000,"10.223,60",1.225922572,57733
1341,2001,"9.823,89",1.156244814,57733
1342,2002,"9.567,20",1.10560774,57733
1343,2003,"14.128,95",1.60366373,57733
1344,2004,"13.083,86",1.458991452,57733
1345,2005,"12.068,10",1.322472482,57733
1346,2006,"14.730,34",1.586749065,57733
1347,2007,"12.445,80",1.318203858,57733
1348,2008,"13.556,90",1.412189336,57733
1349,2009,"14.246,30",1.459841011,57733
1350,2010,"15.350,06",1.547659087,57733
1351,2011,"16.120,13",1.599499039,57733
1352,1960,"46.908,26",0.647067792,54304
1353,1961,"49.203,81",0.658624758,54304
1354,1962,"53.695,88",0.697280743,54304
1355,1963,"55.617,39",0.700749314,54304
1356,1964,"56.735,82",0.694000898,54304
1357,1965,"56.398,46",0.67037227,54304
1358,1966,"64.304,51",0.743447849,54304
1359,1967,"66.193,02",0.744966531,54304
1360,1968,"77.421,37",0.848797467,54304
1361,1969,"84.315,33",0.90094202,54304
1362,1970,"93.761,52",0.976861083,54304
1363,1971,"102.635,66",1.043022036,54304
1364,1972,"114.362,73",1.134051462,54304
1365,1973,"132.463,04",1.282056059,54304
1366,1974,"143.456,71",1.355330722,54304
1367,1975,"151.164,74",1.394106345,54304
1368,1976,"155.154,44",1.396830539,54304
1369,1977,"162.961,48",1.432295134,54304
1370,1978,"176.925,42",1.518254074,54304
1371,1979,"188.322,45",1.578013854,54304
1372,1980,"187.090,34",1.531021008,54304
1373,1981,"171.806,28",1.373270556,54304
1374,1982,"172.176,65",1.3445549,54304
1375,1983,"166.632,15",1.271861926,54304
1376,1984,"168.806,68",1.260216376,54304
1377,1985,"181.248,81",1.32456548,54304
1378,1986,"198.883,41",1.424006917,54304
1379,1987,"207.530,20",1.456991513,54304
1380,1988,"209.363,70",1.442390789,54304
1381,1989,"214.024,46",1.448050239,54304
1382,1990,"208.886,99",1.388939574,54304
1383,1991,"219.330,60",1.434312838,54304
1384,1992,"220.705,73",1.420434655,54304
1385,1993,"230.738,64",1.462108834,54304
1386,1994,"242.154,01",1.511002399,54304
1387,1995,"258.347,48",1.587339242,54304
1388,1996,"284.782,89",1.722791601,54304
1389,1997,"300.547,32",1.790103371,54304
1390,1998,"312.289,05",1.831430313,54304
1391,1999,"320.173,10",1.849075569,54304
1392,2000,"327.983,81",1.865808376,54304
1393,2001,"337.433,67",1.891238736,54304
1394,2002,"332.266,87",1.835266279,54304
1395,2003,"321.621,57",1.751490659,54304
1396,2004,"337.826,04",1.815133482,54304
1397,2005,"347.308,90",1.842690495,54304
1398,2006,"347.668,27",1.823133072,54304
1399,2007,"363.212,68",1.884034471,54304
1400,2008,"387.675,24",1.990428942,54304
1401,2009,"367.147,37",1.866522375,54304
1402,2010,"419.754,16",2.113414545,54304
1403,2011,"439.412,94",2.191393564,54304
1404,1960,"172,349",0.746312799,61160
1405,1961,"194,351",0.838898625,61160
1406,1962,"260,357",1.119410622,61160
1407,1963,"190,684",0.816329676,61160
1408,1964,"179,683",0.766085262,61160
1409,1965,"205,352",0.87245351,61160
1410,1966,"267,691",1.134077266,61160
1411,1967,"337,364",1.425762826,61160
1412,1968,"440,04",1.85515116,61160
1413,1969,"480,377",2.019145815,61160
1414,1970,"429,039",1.796292187,61160
1415,1971,"484,044",2.016530716,61160
1416,1972,"502,379",2.080752648,61160
1417,1973,"480,377",1.9770228,61160
1418,1974,"491,378",2.009405453,61160
1419,1975,"568,385",2.310198225,61160
